# t p0=0.20 p0=0.45 p0=0.66 p0=0.75 p0=0.85
13.900000 0.000000 0.000000 0.996218 0.999913 0.999981
13.910000 0.000000 0.000000 0.996244 0.999913 0.999981
13.920000 0.000000 0.000000 0.996270 0.999914 0.999981
13.930000 0.000000 0.000000 0.996295 0.999914 0.999981
13.940000 0.000000 0.000000 0.996321 0.999915 0.999981
13.950000 0.000000 0.000000 0.996346 0.999916 0.999981
13.960000 0.000000 0.000000 0.996371 0.999916 0.999981
13.970000 0.000000 0.000000 0.996396 0.999917 0.999982
13.980000 0.000000 0.000000 0.996421 0.999917 0.999982
13.990000 0.000000 0.000000 0.996446 0.999918 0.999982
14.000000 0.000000 0.000000 0.996470 0.999918 0.999982
14.010000 0.000000 0.000000 0.996494 0.999919 0.999982
14.020000 0.000000 0.000000 0.996518 0.999920 0.999982
14.030000 0.000000 0.000000 0.996542 0.999920 0.999982
14.040000 0.000000 0.000000 0.996566 0.999921 0.999982
14.050000 0.000000 0.000000 0.996590 0.999921 0.999983
14.060000 0.000000 0.000000 0.996613 0.999922 0.999983
14.070000 0.000000 0.000000 0.996637 0.999922 0.999983
14.080000 0.000000 0.000000 0.996660 0.999923 0.999983
14.090000 0.000000 0.000000 0.996683 0.999923 0.999983
14.100000 0.000000 0.000000 0.996706 0.999924 0.999983
14.110000 0.000000 0.000000 0.996728 0.999924 0.999983
14.120000 0.000000 0.000000 0.996751 0.999925 0.999983
14.130000 0.000000 0.000000 0.996773 0.999926 0.999984
14.140000 0.000000 0.000000 0.996796 0.999926 0.999984
14.150000 0.000000 0.000000 0.996818 0.999927 0.999984
14.160000 0.000000 0.000000 0.996840 0.999927 0.999984
14.170000 0.000000 0.000000 0.996861 0.999928 0.999984
14.180000 0.000000 0.000000 0.996883 0.999928 0.999984
14.190000 0.000000 0.000000 0.996904 0.999929 0.999984
14.200000 0.000000 0.000000 0.996926 0.999929 0.999984
14.210000 0.000000 0.000000 0.996947 0.999930 0.999984
14.220000 0.000000 0.000000 0.996968 0.999930 0.999985
14.230000 0.000000 0.000000 0.996989 0.999931 0.999985
14.240000 0.000000 0.000000 0.997010 0.999931 0.999985
14.250000 0.000000 0.000000 0.997030 0.999932 0.999985
14.260000 0.000000 0.000000 0.997051 0.999932 0.999985
14.270000 0.000000 0.000000 0.997071 0.999932 0.999985
14.280000 0.000000 0.000000 0.997091 0.999933 0.999985
14.290000 0.000000 0.000000 0.997111 0.999933 0.999985
14.300000 0.000000 0.000000 0.997131 0.999934 0.999985
14.310000 0.000000 0.000000 0.997151 0.999934 0.999985
14.320000 0.000000 0.000000 0.997171 0.999935 0.999986
14.330000 0.000000 0.000000 0.997190 0.999935 0.999986
14.340000 0.000000 0.000000 0.997210 0.999936 0.999986
14.350000 0.000000 0.000000 0.997229 0.999936 0.999986
14.360000 0.000000 0.000000 0.997248 0.999937 0.999986
14.370000 0.000000 0.000000 0.997267 0.999937 0.999986
14.380000 0.000000 0.000000 0.997286 0.999937 0.999986
14.390000 0.000000 0.000000 0.997305 0.999938 0.999986
14.400000 0.000000 0.000000 0.997323 0.999938 0.999986
14.410000 0.000000 0.000000 0.997342 0.999939 0.999986
14.420000 0.000000 0.000000 0.997360 0.999939 0.999987
14.430000 0.000000 0.000000 0.997378 0.999940 0.999987
14.440000 0.000000 0.000000 0.997396 0.999940 0.999987
14.450000 0.000000 0.000000 0.997414 0.999940 0.999987
14.460000 0.000000 0.000000 0.997432 0.999941 0.999987
14.470000 0.000000 0.000000 0.997450 0.999941 0.999987
14.480000 0.000000 0.000000 0.997468 0.999942 0.999987
14.490000 0.000000 0.000000 0.997485 0.999942 0.999987
14.500000 0.000000 0.000000 0.997502 0.999943 0.999987
14.510000 0.000000 0.000000 0.997520 0.999943 0.999987
14.520000 0.000000 0.000000 0.997537 0.999943 0.999987
14.530000 0.000000 0.000000 0.997554 0.999944 0.999988
14.540000 0.000000 0.000000 0.997571 0.999944 0.999988
14.550000 0.000000 0.000000 0.997588 0.999944 0.999988
14.560000 0.000000 0.000000 0.997604 0.999945 0.999988
14.570000 0.000000 0.000000 0.997621 0.999945 0.999988
14.580000 0.000000 0.000000 0.997637 0.999946 0.999988
14.590000 0.000000 0.000000 0.997654 0.999946 0.999988
14.600000 0.000000 0.000000 0.997670 0.999946 0.999988
14.610000 0.000000 0.000000 0.997686 0.999947 0.999988
14.620000 0.000000 0.000000 0.997702 0.999947 0.999988
14.630000 0.000000 0.000000 0.997718 0.999948 0.999988
14.640000 0.000000 0.000000 0.997734 0.999948 0.999988
14.650000 0.000000 0.000000 0.997749 0.999948 0.999989
14.660000 0.000000 0.000000 0.997765 0.999949 0.999989
14.670000 0.000000 0.000000 0.997780 0.999949 0.999989
14.680000 0.000000 0.000000 0.997796 0.999949 0.999989
14.690000 0.000000 0.000000 0.997811 0.999950 0.999989
14.700000 0.000000 0.000000 0.997826 0.999950 0.999989
14.710000 0.000000 0.000000 0.997841 0.999950 0.999989
14.720000 0.000000 0.000000 0.997856 0.999951 0.999989
14.730000 0.000000 0.000000 0.997871 0.999951 0.999989
14.740000 0.000000 0.000000 0.997886 0.999951 0.999989
14.750000 0.000000 0.000000 0.997900 0.999952 0.999989
14.760000 0.000000 0.000000 0.997915 0.999952 0.999989
14.770000 0.000000 0.000000 0.997929 0.999952 0.999989
14.780000 0.000000 0.000000 0.997943 0.999953 0.999990
14.790000 0.000000 0.000000 0.997958 0.999953 0.999990
14.800000 0.000000 0.000000 0.997972 0.999953 0.999990
14.810000 0.000000 0.000000 0.997986 0.999954 0.999990
14.820000 0.000000 0.000000 0.998000 0.999954 0.999990
14.830000 0.000000 0.000000 0.998014 0.999954 0.999990
14.840000 0.000000 0.000000 0.998027 0.999955 0.999990
14.850000 0.000000 0.000000 0.998041 0.999955 0.999990
14.860000 0.000000 0.000000 0.998055 0.999955 0.999990
14.870000 0.000000 0.000000 0.998068 0.999956 0.999990
14.880000 0.000000 0.000000 0.998081 0.999956 0.999990
14.890000 0.000000 0.000000 0.998095 0.999956 0.999990
14.900000 0.000000 0.000000 0.998108 0.999957 0.999990
14.910000 0.000000 0.000000 0.998121 0.999957 0.999990
14.920000 0.000000 0.000000 0.998134 0.999957 0.999991
14.930000 0.000000 0.000000 0.998147 0.999957 0.999991
14.940000 0.000000 0.000000 0.998160 0.999958 0.999991
14.950000 0.000000 0.000000 0.998173 0.999958 0.999991
14.960000 0.000000 0.000000 0.998185 0.999958 0.999991
14.970000 0.000000 0.000000 0.998198 0.999959 0.999991
14.980000 0.000000 0.000000 0.998210 0.999959 0.999991
14.990000 0.000000 0.000000 0.998223 0.999959 0.999991
15.000000 0.000000 0.000000 0.998235 0.999959 0.999991
15.010000 0.000000 0.000000 0.998247 0.999960 0.999991
15.020000 0.000000 0.000000 0.998259 0.999960 0.999991
15.030000 0.000000 0.000000 0.998271 0.999960 0.999991
15.040000 0.000000 0.000000 0.998283 0.999961 0.999991
15.050000 0.000000 0.000000 0.998295 0.999961 0.999991
15.060000 0.000000 0.000000 0.998307 0.999961 0.999991
15.070000 0.000000 0.000000 0.998319 0.999961 0.999991
15.080000 0.000000 0.000000 0.998331 0.999962 0.999992
15.090000 0.000000 0.000000 0.998342 0.999962 0.999992
15.100000 0.000000 0.000000 0.998354 0.999962 0.999992
15.110000 0.000000 0.000000 0.998365 0.999962 0.999992
15.120000 0.000000 0.000000 0.998376 0.999963 0.999992
15.130000 0.000000 0.000000 0.998388 0.999963 0.999992
15.140000 0.000000 0.000000 0.998399 0.999963 0.999992
15.150000 0.000000 0.000000 0.998410 0.999964 0.999992
15.160000 0.000000 0.000000 0.998421 0.999964 0.999992
15.170000 0.000000 0.000000 0.998432 0.999964 0.999992
15.180000 0.000000 0.000000 0.998443 0.999964 0.999992
15.190000 0.000000 0.000000 0.998454 0.999965 0.999992
15.200000 0.000000 0.000000 0.998464 0.999965 0.999992
15.210000 0.000000 0.000000 0.998475 0.999965 0.999992
15.220000 0.000000 0.000000 0.998485 0.999965 0.999992
15.230000 0.000000 0.000000 0.998496 0.999966 0.999992
15.240000 0.000000 0.000000 0.998506 0.999966 0.999992
15.250000 0.000000 0.000000 0.998517 0.999966 0.999992
15.260000 0.000000 0.000000 0.998527 0.999966 0.999993
15.270000 0.000000 0.000000 0.998537 0.999966 0.999993
15.280000 0.000000 0.000000 0.998547 0.999967 0.999993
15.290000 0.000000 0.000000 0.998557 0.999967 0.999993
15.300000 0.000000 0.000000 0.998567 0.999967 0.999993
15.310000 0.000000 0.000000 0.998577 0.999967 0.999993
15.320000 0.000000 0.000000 0.998587 0.999968 0.999993
15.330000 0.000000 0.000000 0.998597 0.999968 0.999993
15.340000 0.000000 0.000000 0.998607 0.999968 0.999993
15.350000 0.000000 0.000000 0.998616 0.999968 0.999993
15.360000 0.000000 0.000000 0.998626 0.999969 0.999993
15.370000 0.000000 0.000000 0.998636 0.999969 0.999993
15.380000 0.000000 0.000000 0.998645 0.999969 0.999993
15.390000 0.000000 0.000000 0.998654 0.999969 0.999993
15.400000 0.000000 0.000000 0.998664 0.999969 0.999993
15.410000 0.000000 0.000000 0.998673 0.999970 0.999993
15.420000 0.000000 0.000000 0.998682 0.999970 0.999993
15.430000 0.000000 0.000000 0.998691 0.999970 0.999993
15.440000 0.000000 0.000000 0.998701 0.999970 0.999993
15.450000 0.000000 0.000000 0.998710 0.999970 0.999993
15.460000 0.000000 0.000000 0.998719 0.999971 0.999994
15.470000 0.000000 0.000000 0.998727 0.999971 0.999994
15.480000 0.000000 0.000000 0.998736 0.999971 0.999994
15.490000 0.000000 0.000000 0.998745 0.999971 0.999994
15.500000 0.000000 0.000000 0.998754 0.999971 0.999994
15.510000 0.000000 0.000000 0.998762 0.999972 0.999994
15.520000 0.000000 0.000000 0.998771 0.999972 0.999994
15.530000 0.000000 0.000000 0.998780 0.999972 0.999994
15.540000 0.000000 0.000000 0.998788 0.999972 0.999994
15.550000 0.000000 0.000000 0.998796 0.999972 0.999994
15.560000 0.000000 0.000000 0.998805 0.999973 0.999994
15.570000 0.000000 0.000000 0.998813 0.999973 0.999994
15.580000 0.000000 0.000000 0.998821 0.999973 0.999994
15.590000 0.000000 0.000000 0.998829 0.999973 0.999994
15.600000 0.000000 0.000000 0.998838 0.999973 0.999994
15.610000 0.000000 0.000000 0.998846 0.999974 0.999994
15.620000 0.000000 0.000000 0.998854 0.999974 0.999994
15.630000 0.000000 0.000000 0.998862 0.999974 0.999994
15.640000 0.000000 0.000000 0.998870 0.999974 0.999994
15.650000 0.000000 0.000000 0.998877 0.999974 0.999994
15.660000 0.000000 0.000000 0.998885 0.999974 0.999994
15.670000 0.000000 0.000000 0.998893 0.999975 0.999994
15.680000 0.000000 0.000000 0.998901 0.999975 0.999994
15.690000 0.000000 0.000000 0.998908 0.999975 0.999994
15.700000 0.000000 0.000000 0.998916 0.999975 0.999995
15.710000 0.000000 0.000000 0.998923 0.999975 0.999995
15.720000 0.000000 0.000000 0.998931 0.999976 0.999995
15.730000 0.000000 0.000000 0.998938 0.999976 0.999995
15.740000 0.000000 0.000000 0.998946 0.999976 0.999995
15.750000 0.000000 0.000000 0.998953 0.999976 0.999995
15.760000 0.000000 0.000000 0.998960 0.999976 0.999995
15.770000 0.000000 0.000000 0.998967 0.999976 0.999995
15.780000 0.000000 0.000000 0.998975 0.999977 0.999995
15.790000 0.000000 0.000000 0.998982 0.999977 0.999995
15.800000 0.000000 0.000000 0.998989 0.999977 0.999995
15.810000 0.000000 0.000000 0.998996 0.999977 0.999995
15.820000 0.000000 0.000000 0.999003 0.999977 0.999995
15.830000 0.000000 0.000000 0.999010 0.999977 0.999995
15.840000 0.000000 0.000000 0.999017 0.999977 0.999995
15.850000 0.000000 0.000000 0.999024 0.999978 0.999995
15.860000 0.000000 0.000000 0.999030 0.999978 0.999995
15.870000 0.000000 0.000000 0.999037 0.999978 0.999995
15.880000 0.000000 0.000000 0.999044 0.999978 0.999995
15.890000 0.000000 0.000000 0.999050 0.999978 0.999995
15.900000 0.000000 0.000000 0.999057 0.999978 0.999995
15.910000 0.000000 0.000000 0.999064 0.999979 0.999995
15.920000 0.000000 0.000000 0.999070 0.999979 0.999995
15.930000 0.000000 0.000000 0.999077 0.999979 0.999995
15.940000 0.000000 0.000000 0.999083 0.999979 0.999995
15.950000 0.000000 0.000000 0.999089 0.999979 0.999995
15.960000 0.000000 0.000000 0.999096 0.999979 0.999995
15.970000 0.000000 0.000000 0.999102 0.999979 0.999995
15.980000 0.000000 0.000000 0.999108 0.999980 0.999995
15.990000 0.000000 0.000000 0.999114 0.999980 0.999996
16.000000 0.000000 0.000000 0.999121 0.999980 0.999996
16.010000 0.000000 0.000000 0.999127 0.999980 0.999996
16.020000 0.000000 0.000000 0.999133 0.999980 0.999996
16.030000 0.000000 0.000000 0.999139 0.999980 0.999996
16.040000 0.000000 0.000000 0.999145 0.999980 0.999996
16.050000 0.000000 0.000000 0.999151 0.999981 0.999996
16.060000 0.000000 0.000000 0.999157 0.999981 0.999996
16.070000 0.000000 0.000000 0.999162 0.999981 0.999996
16.080000 0.000000 0.000000 0.999168 0.999981 0.999996
16.090000 0.000000 0.000000 0.999174 0.999981 0.999996
16.100000 0.000000 0.000000 0.999180 0.999981 0.999996
16.110000 0.000000 0.000000 0.999185 0.999981 0.999996
16.120000 0.000000 0.000000 0.999191 0.999982 0.999996
16.130000 0.000000 0.000000 0.999197 0.999982 0.999996
16.140000 0.000000 0.000000 0.999202 0.999982 0.999996
16.150000 0.000000 0.000000 0.999208 0.999982 0.999996
16.160000 0.000000 0.000000 0.999213 0.999982 0.999996
16.170000 0.000000 0.000000 0.999219 0.999982 0.999996
16.180000 0.000000 0.000000 0.999224 0.999982 0.999996
16.190000 0.000000 0.000000 0.999230 0.999982 0.999996
16.200000 0.000000 0.000000 0.999235 0.999983 0.999996
16.210000 0.000000 0.000000 0.999240 0.999983 0.999996
16.220000 0.000000 0.000000 0.999246 0.999983 0.999996
16.230000 0.000000 0.000000 0.999251 0.999983 0.999996
16.240000 0.000000 0.000000 0.999256 0.999983 0.999996
16.250000 0.000000 0.000000 0.999261 0.999983 0.999996
16.260000 0.000000 0.000000 0.999266 0.999983 0.999996
16.270000 0.000000 0.000000 0.999272 0.999983 0.999996
16.280000 0.000000 0.000000 0.999277 0.999983 0.999996
16.290000 0.000000 0.000000 0.999282 0.999984 0.999996
16.300000 0.000000 0.000000 0.999287 0.999984 0.999996
16.310000 0.000000 0.000000 0.999292 0.999984 0.999996
16.320000 0.000000 0.000000 0.999297 0.999984 0.999996
16.330000 0.000000 0.000000 0.999301 0.999984 0.999996
16.340000 0.000000 0.000000 0.999306 0.999984 0.999996
16.350000 0.000000 0.000000 0.999311 0.999984 0.999997
16.360000 0.000000 0.000000 0.999316 0.999984 0.999997
16.370000 0.000000 0.000000 0.999321 0.999984 0.999997
16.380000 0.000000 0.000000 0.999325 0.999985 0.999997
16.390000 0.000000 0.000000 0.999330 0.999985 0.999997
16.400000 0.000000 0.000000 0.999335 0.999985 0.999997
16.410000 0.000000 0.000000 0.999339 0.999985 0.999997
16.420000 0.000000 0.000000 0.999344 0.999985 0.999997
16.430000 0.000000 0.000000 0.999349 0.999985 0.999997
16.440000 0.000000 0.000000 0.999353 0.999985 0.999997
16.450000 0.000000 0.000000 0.999358 0.999985 0.999997
16.460000 0.000000 0.000000 0.999362 0.999985 0.999997
16.470000 0.000000 0.000000 0.999366 0.999986 0.999997
16.480000 0.000000 0.000000 0.999371 0.999986 0.999997
16.490000 0.000000 0.000000 0.999375 0.999986 0.999997
16.500000 0.000000 0.000000 0.999380 0.999986 0.999997
16.510000 0.000000 0.000000 0.999384 0.999986 0.999997
16.520000 0.000000 0.000000 0.999388 0.999986 0.999997
16.530000 0.000000 0.000000 0.999392 0.999986 0.999997
16.540000 0.000000 0.000000 0.999397 0.999986 0.999997
16.550000 0.000000 0.000000 0.999401 0.999986 0.999997
16.560000 0.000000 0.000000 0.999405 0.999986 0.999997
16.570000 0.000000 0.000000 0.999409 0.999987 0.999997
16.580000 0.000000 0.000000 0.999413 0.999987 0.999997
16.590000 0.000000 0.000000 0.999417 0.999987 0.999997
16.600000 0.000000 0.000000 0.999421 0.999987 0.999997
16.610000 0.000000 0.000000 0.999425 0.999987 0.999997
16.620000 0.000000 0.000000 0.999429 0.999987 0.999997
16.630000 0.000000 0.000000 0.999433 0.999987 0.999997
16.640000 0.000000 0.000000 0.999437 0.999987 0.999997
16.650000 0.000000 0.000000 0.999441 0.999987 0.999997
16.660000 0.000000 0.000000 0.999445 0.999987 0.999997
16.670000 0.000000 0.000000 0.999449 0.999987 0.999997
16.680000 0.000000 0.000000 0.999453 0.999988 0.999997
16.690000 0.000000 0.000000 0.999457 0.999988 0.999997
16.700000 0.000000 0.000000 0.999460 0.999988 0.999997
16.710000 0.000000 0.000000 0.999464 0.999988 0.999997
16.720000 0.000000 0.000000 0.999468 0.999988 0.999997
16.730000 0.000000 0.000000 0.999472 0.999988 0.999997
16.740000 0.000000 0.000000 0.999475 0.999988 0.999997
16.750000 0.000000 0.000000 0.999479 0.999988 0.999997
16.760000 0.000000 0.000000 0.999483 0.999988 0.999997
16.770000 0.000000 0.000000 0.999486 0.999988 0.999997
16.780000 0.000000 0.000000 0.999490 0.999988 0.999997
16.790000 0.000000 0.000000 0.999493 0.999988 0.999997
16.800000 0.000000 0.000000 0.999497 0.999989 0.999997
16.810000 0.000000 0.000000 0.999500 0.999989 0.999997
16.820000 0.000000 0.000000 0.999504 0.999989 0.999997
16.830000 0.000000 0.000000 0.999507 0.999989 0.999998
16.840000 0.000000 0.000000 0.999511 0.999989 0.999998
16.850000 0.000000 0.000000 0.999514 0.999989 0.999998
16.860000 0.000000 0.000000 0.999518 0.999989 0.999998
16.870000 0.000000 0.000000 0.999521 0.999989 0.999998
16.880000 0.000000 0.000000 0.999524 0.999989 0.999998
16.890000 0.000000 0.000000 0.999528 0.999989 0.999998
16.900000 0.000000 0.000000 0.999531 0.999989 0.999998
16.910000 0.000000 0.000000 0.999534 0.999989 0.999998
16.920000 0.000000 0.000000 0.999537 0.999989 0.999998
16.930000 0.000000 0.000000 0.999541 0.999990 0.999998
16.940000 0.000000 0.000000 0.999544 0.999990 0.999998
16.950000 0.000000 0.000000 0.999547 0.999990 0.999998
16.960000 0.000000 0.000000 0.999550 0.999990 0.999998
16.970000 0.000000 0.000000 0.999553 0.999990 0.999998
16.980000 0.000000 0.000000 0.999556 0.999990 0.999998
16.990000 0.000000 0.000000 0.999559 0.999990 0.999998
17.000000 0.000000 0.000000 0.999563 0.999990 0.999998
17.010000 0.000000 0.000000 0.999566 0.999990 0.999998
17.020000 0.000000 0.000000 0.999569 0.999990 0.999998
17.030000 0.000000 0.000000 0.999572 0.999990 0.999998
17.040000 0.000000 0.000000 0.999575 0.999990 0.999998
17.050000 0.000000 0.000000 0.999578 0.999990 0.999998
17.060000 0.000000 0.000000 0.999580 0.999990 0.999998
17.070000 0.000000 0.000000 0.999583 0.999990 0.999998
17.080000 0.000000 0.000000 0.999586 0.999991 0.999998
17.090000 0.000000 0.000000 0.999589 0.999991 0.999998
17.100000 0.000000 0.000000 0.999592 0.999991 0.999998
17.110000 0.000000 0.000000 0.999595 0.999991 0.999998
17.120000 0.000000 0.000000 0.999598 0.999991 0.999998
17.130000 0.000000 0.000000 0.999601 0.999991 0.999998
17.140000 0.000000 0.000000 0.999603 0.999991 0.999998
17.150000 0.000000 0.000000 0.999606 0.999991 0.999998
17.160000 0.000000 0.000000 0.999609 0.999991 0.999998
17.170000 0.000000 0.000000 0.999612 0.999991 0.999998
17.180000 0.000000 0.000000 0.999614 0.999991 0.999998
17.190000 0.000000 0.000000 0.999617 0.999991 0.999998
17.200000 0.000000 0.000000 0.999620 0.999991 0.999998
17.210000 0.000000 0.000000 0.999622 0.999991 0.999998
17.220000 0.000000 0.000000 0.999625 0.999991 0.999998
17.230000 0.000000 0.000000 0.999627 0.999991 0.999998
17.240000 0.000000 0.000000 0.999630 0.999992 0.999998
17.250000 0.000000 0.000000 0.999633 0.999992 0.999998
17.260000 0.000000 0.000000 0.999635 0.999992 0.999998
17.270000 0.000000 0.000000 0.999638 0.999992 0.999998
17.280000 0.000000 0.000000 0.999640 0.999992 0.999998
17.290000 0.000000 0.000000 0.999643 0.999992 0.999998
17.300000 0.000000 0.000000 0.999645 0.999992 0.999998
17.310000 0.000000 0.000000 0.999648 0.999992 0.999998
17.320000 0.000000 0.000000 0.999650 0.999992 0.999998
17.330000 0.000000 0.000000 0.999653 0.999992 0.999998
17.340000 0.000000 0.000000 0.999655 0.999992 0.999998
17.350000 0.000000 0.000000 0.999657 0.999992 0.999998
17.360000 0.000000 0.000000 0.999660 0.999992 0.999998
17.370000 0.000000 0.000000 0.999662 0.999992 0.999998
17.380000 0.000000 0.000000 0.999665 0.999992 0.999998
17.390000 0.000000 0.000000 0.999667 0.999992 0.999998
17.400000 0.000000 0.000000 0.999669 0.999992 0.999998
17.410000 0.000000 0.000000 0.999672 0.999993 0.999998
17.420000 0.000000 0.000000 0.999674 0.999993 0.999998
17.430000 0.000000 0.000000 0.999676 0.999993 0.999998
17.440000 0.000000 0.000000 0.999678 0.999993 0.999998
17.450000 0.000000 0.000000 0.999681 0.999993 0.999998
17.460000 0.000000 0.000000 0.999683 0.999993 0.999998
17.470000 0.000000 0.000000 0.999685 0.999993 0.999998
17.480000 0.000000 0.000000 0.999687 0.999993 0.999998
17.490000 0.000000 0.000000 0.999689 0.999993 0.999998
17.500000 0.000000 0.000000 0.999692 0.999993 0.999998
17.510000 0.000000 0.000000 0.999694 0.999993 0.999998
17.520000 0.000000 0.000000 0.999696 0.999993 0.999998
17.530000 0.000000 0.000000 0.999698 0.999993 0.999998
17.540000 0.000000 0.000000 0.999700 0.999993 0.999998
17.550000 0.000000 0.000000 0.999702 0.999993 0.999998
17.560000 0.000000 0.000000 0.999704 0.999993 0.999999
17.570000 0.000000 0.000000 0.999706 0.999993 0.999999
17.580000 0.000000 0.000000 0.999708 0.999993 0.999999
17.590000 0.000000 0.000000 0.999710 0.999993 0.999999
17.600000 0.000000 0.000000 0.999712 0.999993 0.999999
17.610000 0.000000 0.000000 0.999714 0.999993 0.999999
17.620000 0.000000 0.000000 0.999716 0.999994 0.999999
17.630000 0.000000 0.000000 0.999718 0.999994 0.999999
17.640000 0.000000 0.000000 0.999720 0.999994 0.999999
17.650000 0.000000 0.000000 0.999722 0.999994 0.999999
17.660000 0.000000 0.000000 0.999724 0.999994 0.999999
17.670000 0.000000 0.000000 0.999726 0.999994 0.999999
17.680000 0.000000 0.000000 0.999728 0.999994 0.999999
17.690000 0.000000 0.000000 0.999730 0.999994 0.999999
17.700000 0.000000 0.000000 0.999732 0.999994 0.999999
17.710000 0.000000 0.000000 0.999734 0.999994 0.999999
17.720000 0.000000 0.000000 0.999736 0.999994 0.999999
17.730000 0.000000 0.000000 0.999737 0.999994 0.999999
17.740000 0.000000 0.000000 0.999739 0.999994 0.999999
17.750000 0.000000 0.000000 0.999741 0.999994 0.999999
17.760000 0.000000 0.000000 0.999743 0.999994 0.999999
17.770000 0.000000 0.000000 0.999745 0.999994 0.999999
17.780000 0.000000 0.000000 0.999746 0.999994 0.999999
17.790000 0.000000 0.000000 0.999748 0.999994 0.999999
17.800000 0.000000 0.000000 0.999750 0.999994 0.999999
17.810000 0.000000 0.000000 0.999752 0.999994 0.999999
17.820000 0.000000 0.000000 0.999753 0.999994 0.999999
17.830000 0.000000 0.000000 0.999755 0.999994 0.999999
17.840000 0.000000 0.000000 0.999757 0.999994 0.999999
17.850000 0.000000 0.000000 0.999759 0.999994 0.999999
17.860000 0.000000 0.000000 0.999760 0.999995 0.999999
17.870000 0.000000 0.000000 0.999762 0.999995 0.999999
17.880000 0.000000 0.000000 0.999764 0.999995 0.999999
17.890000 0.000000 0.000000 0.999765 0.999995 0.999999
17.900000 0.000000 0.000000 0.999767 0.999995 0.999999
17.910000 0.000000 0.000000 0.999768 0.999995 0.999999
17.920000 0.000000 0.000000 0.999770 0.999995 0.999999
17.930000 0.000000 0.000000 0.999772 0.999995 0.999999
17.940000 0.000000 0.000000 0.999773 0.999995 0.999999
17.950000 0.000000 0.000000 0.999775 0.999995 0.999999
17.960000 0.000000 0.000000 0.999776 0.999995 0.999999
17.970000 0.000000 0.000000 0.999778 0.999995 0.999999
17.980000 0.000000 0.000000 0.999780 0.999995 0.999999
17.990000 0.000000 0.000000 0.999781 0.999995 0.999999
18.000000 0.000000 0.000000 0.999783 0.999995 0.999999
18.010000 0.000000 0.000000 0.999784 0.999995 0.999999
18.020000 0.000000 0.000000 0.999786 0.999995 0.999999
18.030000 0.000000 0.000000 0.999787 0.999995 0.999999
18.040000 0.000000 0.000000 0.999789 0.999995 0.999999
18.050000 0.000000 0.000000 0.999790 0.999995 0.999999
18.060000 0.000000 0.000000 0.999792 0.999995 0.999999
18.070000 0.000000 0.000000 0.999793 0.999995 0.999999
18.080000 0.000000 0.000000 0.999794 0.999995 0.999999
18.090000 0.000000 0.000000 0.999796 0.999995 0.999999
18.100000 0.000000 0.000000 0.999797 0.999995 0.999999
18.110000 0.000000 0.000000 0.999799 0.999995 0.999999
18.120000 0.000000 0.000000 0.999800 0.999995 0.999999
18.130000 0.000000 0.000000 0.999801 0.999995 0.999999
18.140000 0.000000 0.000000 0.999803 0.999996 0.999999
18.150000 0.000000 0.000000 0.999804 0.999996 0.999999
18.160000 0.000000 0.000000 0.999806 0.999996 0.999999
18.170000 0.000000 0.000000 0.999807 0.999996 0.999999
18.180000 0.000000 0.000000 0.999808 0.999996 0.999999
18.190000 0.000000 0.000000 0.999810 0.999996 0.999999
18.200000 0.000000 0.000000 0.999811 0.999996 0.999999
18.210000 0.000000 0.000000 0.999812 0.999996 0.999999
18.220000 0.000000 0.000000 0.999814 0.999996 0.999999
18.230000 0.000000 0.000000 0.999815 0.999996 0.999999
18.240000 0.000000 0.000000 0.999816 0.999996 0.999999
18.250000 0.000000 0.000000 0.999817 0.999996 0.999999
18.260000 0.000000 0.000000 0.999819 0.999996 0.999999
18.270000 0.000000 0.000000 0.999820 0.999996 0.999999
18.280000 0.000000 0.000000 0.999821 0.999996 0.999999
18.290000 0.000000 0.000000 0.999822 0.999996 0.999999
18.300000 0.000000 0.000000 0.999824 0.999996 0.999999
18.310000 0.000000 0.000000 0.999825 0.999996 0.999999
18.320000 0.000000 0.000000 0.999826 0.999996 0.999999
18.330000 0.000000 0.000000 0.999827 0.999996 0.999999
18.340000 0.000000 0.000000 0.999829 0.999996 0.999999
18.350000 0.000000 0.000000 0.999830 0.999996 0.999999
18.360000 0.000000 0.000000 0.999831 0.999996 0.999999
18.370000 0.000000 0.000000 0.999832 0.999996 0.999999
18.380000 0.000000 0.000000 0.999833 0.999996 0.999999
18.390000 0.000000 0.000000 0.999834 0.999996 0.999999
18.400000 0.000000 0.000000 0.999836 0.999996 0.999999
18.410000 0.000000 0.000000 0.999837 0.999996 0.999999
18.420000 0.000000 0.000000 0.999838 0.999996 0.999999
18.430000 0.000000 0.000000 0.999839 0.999996 0.999999
18.440000 0.000000 0.000000 0.999840 0.999996 0.999999
18.450000 0.000000 0.000000 0.999841 0.999996 0.999999
18.460000 0.000000 0.000000 0.999842 0.999996 0.999999
18.470000 0.000000 0.000000 0.999843 0.999996 0.999999
18.480000 0.000000 0.000000 0.999845 0.999996 0.999999
18.490000 0.000000 0.000000 0.999846 0.999996 0.999999
18.500000 0.000000 0.000000 0.999847 0.999997 0.999999
18.510000 0.000000 0.000000 0.999848 0.999997 0.999999
18.520000 0.000000 0.000000 0.999849 0.999997 0.999999
18.530000 0.000000 0.000000 0.999850 0.999997 0.999999
18.540000 0.000000 0.000000 0.999851 0.999997 0.999999
