# t p0=0.20 p0=0.45 p0=0.66 p0=0.75 p0=0.85
4.600000 0.000953 0.010585 0.723247 0.951912 0.987628
4.610000 0.000941 0.010452 0.723540 0.952188 0.987711
4.620000 0.000929 0.010320 0.723835 0.952462 0.987792
4.630000 0.000917 0.010190 0.724131 0.952735 0.987873
4.640000 0.000905 0.010062 0.724427 0.953007 0.987954
4.650000 0.000893 0.009935 0.724725 0.953278 0.988034
4.660000 0.000882 0.009810 0.725024 0.953548 0.988114
4.670000 0.000871 0.009687 0.725323 0.953816 0.988193
4.680000 0.000859 0.009565 0.725624 0.954083 0.988272
4.690000 0.000848 0.009444 0.725926 0.954349 0.988350
4.700000 0.000837 0.009325 0.726228 0.954613 0.988428
4.710000 0.000827 0.009207 0.726532 0.954877 0.988505
4.720000 0.000816 0.009091 0.726836 0.955139 0.988582
4.730000 0.000805 0.008976 0.727142 0.955400 0.988658
4.740000 0.000795 0.008863 0.727449 0.955659 0.988733
4.750000 0.000785 0.008751 0.727756 0.955918 0.988809
4.760000 0.000775 0.008640 0.728065 0.956175 0.988883
4.770000 0.000765 0.008531 0.728374 0.956431 0.988958
4.780000 0.000755 0.008423 0.728685 0.956686 0.989032
4.790000 0.000745 0.008317 0.728997 0.956939 0.989105
4.800000 0.000735 0.008212 0.729309 0.957192 0.989178
4.810000 0.000726 0.008108 0.729623 0.957443 0.989250
4.820000 0.000717 0.008005 0.729938 0.957693 0.989322
4.830000 0.000707 0.007904 0.730253 0.957942 0.989393
4.840000 0.000698 0.007804 0.730570 0.958189 0.989464
4.850000 0.000689 0.007705 0.730888 0.958435 0.989535
4.860000 0.000680 0.007607 0.731206 0.958681 0.989605
4.870000 0.000672 0.007511 0.731526 0.958925 0.989675
4.880000 0.000663 0.007416 0.731847 0.959167 0.989744
4.890000 0.000654 0.007322 0.732169 0.959409 0.989813
4.900000 0.000646 0.007229 0.732491 0.959649 0.989881
4.910000 0.000638 0.007137 0.732815 0.959888 0.989949
4.920000 0.000629 0.007047 0.733140 0.960127 0.990016
4.930000 0.000621 0.006957 0.733466 0.960363 0.990083
4.940000 0.000613 0.006869 0.733793 0.960599 0.990150
4.950000 0.000605 0.006782 0.734120 0.960834 0.990216
4.960000 0.000598 0.006696 0.734449 0.961067 0.990282
4.970000 0.000590 0.006611 0.734779 0.961299 0.990347
4.980000 0.000582 0.006527 0.735110 0.961530 0.990412
4.990000 0.000575 0.006444 0.735442 0.961760 0.990476
5.000000 0.000567 0.006362 0.735775 0.961989 0.990540
5.010000 0.000560 0.006281 0.736109 0.962216 0.990604
5.020000 0.000553 0.006201 0.736444 0.962443 0.990667
5.030000 0.000546 0.006122 0.736780 0.962668 0.990730
5.040000 0.000539 0.006044 0.737117 0.962892 0.990792
5.050000 0.000532 0.005968 0.737456 0.963115 0.990854
5.060000 0.000525 0.005892 0.737795 0.963337 0.990916
5.070000 0.000518 0.005817 0.738135 0.963558 0.990977
5.080000 0.000511 0.005743 0.738476 0.963778 0.991038
5.090000 0.000505 0.005669 0.738818 0.963996 0.991098
5.100000 0.000498 0.005597 0.739162 0.964214 0.991158
5.110000 0.000492 0.005526 0.739506 0.964430 0.991218
5.120000 0.000485 0.005456 0.739851 0.964645 0.991277
5.130000 0.000479 0.005386 0.740198 0.964859 0.991336
5.140000 0.000473 0.005317 0.740545 0.965072 0.991394
5.150000 0.000467 0.005250 0.740894 0.965284 0.991452
5.160000 0.000461 0.005183 0.741243 0.965495 0.991510
5.170000 0.000455 0.005117 0.741594 0.965704 0.991567
5.180000 0.000449 0.005051 0.741945 0.965913 0.991624
5.190000 0.000443 0.004987 0.742298 0.966120 0.991681
5.200000 0.000438 0.004923 0.742652 0.966327 0.991737
5.210000 0.000432 0.004861 0.743006 0.966532 0.991793
5.220000 0.000426 0.004799 0.743362 0.966736 0.991848
5.230000 0.000421 0.004737 0.743719 0.966940 0.991903
5.240000 0.000415 0.004677 0.744076 0.967142 0.991958
5.250000 0.000410 0.004617 0.744435 0.967343 0.992013
5.260000 0.000405 0.004558 0.744795 0.967543 0.992067
5.270000 0.000400 0.004500 0.745156 0.967742 0.992120
5.280000 0.000394 0.004443 0.745518 0.967939 0.992174
5.290000 0.000389 0.004386 0.745881 0.968136 0.992227
5.300000 0.000384 0.004330 0.746245 0.968332 0.992279
5.310000 0.000379 0.004275 0.746610 0.968527 0.992331
5.320000 0.000374 0.004220 0.746976 0.968720 0.992383
5.330000 0.000370 0.004166 0.747343 0.968913 0.992435
5.340000 0.000365 0.004113 0.747711 0.969105 0.992486
5.350000 0.000360 0.004060 0.748080 0.969295 0.992537
5.360000 0.000355 0.004008 0.748451 0.969485 0.992588
5.370000 0.000351 0.003957 0.748822 0.969673 0.992638
5.380000 0.000346 0.003906 0.749194 0.969861 0.992688
5.390000 0.000342 0.003856 0.749567 0.970047 0.992737
5.400000 0.000337 0.003807 0.749942 0.970233 0.992787
5.410000 0.000333 0.003758 0.750317 0.970417 0.992836
5.420000 0.000329 0.003710 0.750693 0.970601 0.992884
5.430000 0.000325 0.003663 0.751071 0.970783 0.992932
5.440000 0.000320 0.003616 0.751449 0.970965 0.992980
5.450000 0.000316 0.003570 0.751829 0.971145 0.993028
5.460000 0.000312 0.003524 0.752209 0.971325 0.993075
5.470000 0.000308 0.003479 0.752591 0.971503 0.993122
5.480000 0.000304 0.003434 0.752973 0.971681 0.993169
5.490000 0.000300 0.003390 0.753357 0.971857 0.993216
5.500000 0.000296 0.003347 0.753741 0.972033 0.993262
5.510000 0.000293 0.003304 0.754127 0.972207 0.993308
5.520000 0.000289 0.003262 0.754514 0.972381 0.993353
5.530000 0.000285 0.003220 0.754901 0.972554 0.993398
5.540000 0.000281 0.003179 0.755290 0.972725 0.993443
5.550000 0.000278 0.003138 0.755680 0.972896 0.993488
5.560000 0.000274 0.003098 0.756071 0.973066 0.993532
5.570000 0.000271 0.003058 0.756462 0.973235 0.993576
5.580000 0.000267 0.003019 0.756855 0.973403 0.993620
5.590000 0.000264 0.002980 0.757249 0.973570 0.993663
5.600000 0.000260 0.002942 0.757644 0.973736 0.993706
5.610000 0.000257 0.002904 0.758040 0.973901 0.993749
5.620000 0.000254 0.002867 0.758436 0.974065 0.993792
5.630000 0.000250 0.002830 0.758834 0.974228 0.993834
5.640000 0.000247 0.002794 0.759233 0.974391 0.993876
5.650000 0.000244 0.002758 0.759633 0.974552 0.993918
5.660000 0.000241 0.002723 0.760034 0.974713 0.993959
5.670000 0.000238 0.002688 0.760436 0.974872 0.994000
5.680000 0.000235 0.002653 0.760839 0.975031 0.994041
5.690000 0.000232 0.002619 0.761242 0.975189 0.994082
5.700000 0.000229 0.002586 0.761647 0.975346 0.994122
5.710000 0.000226 0.002552 0.762053 0.975502 0.994162
5.720000 0.000223 0.002520 0.762460 0.975657 0.994202
5.730000 0.000220 0.002487 0.762868 0.975811 0.994242
5.740000 0.000217 0.002455 0.763277 0.975965 0.994281
5.750000 0.000214 0.002424 0.763687 0.976117 0.994320
5.760000 0.000211 0.002393 0.764097 0.976269 0.994359
5.770000 0.000209 0.002362 0.764509 0.976419 0.994397
5.780000 0.000206 0.002332 0.764922 0.976569 0.994435
5.790000 0.000203 0.002302 0.765336 0.976718 0.994473
5.800000 0.000201 0.002272 0.765751 0.976866 0.994511
5.810000 0.000198 0.002243 0.766166 0.977014 0.994549
5.820000 0.000196 0.002214 0.766583 0.977160 0.994586
5.830000 0.000193 0.002186 0.767001 0.977306 0.994623
5.840000 0.000191 0.002158 0.767419 0.977451 0.994660
5.850000 0.000188 0.002130 0.767839 0.977595 0.994696
5.860000 0.000186 0.002103 0.768260 0.977738 0.994732
5.870000 0.000183 0.002076 0.768681 0.977880 0.994768
5.880000 0.000181 0.002049 0.769104 0.978021 0.994804
5.890000 0.000179 0.002023 0.769527 0.978162 0.994840
5.900000 0.000176 0.001997 0.769952 0.978302 0.994875
5.910000 0.000174 0.001971 0.770377 0.978441 0.994910
5.920000 0.000172 0.001946 0.770803 0.978579 0.994945
5.930000 0.000170 0.001921 0.771231 0.978716 0.994979
5.940000 0.000167 0.001896 0.771659 0.978853 0.995014
5.950000 0.000165 0.001872 0.772088 0.978988 0.995048
5.960000 0.000163 0.001848 0.772518 0.979123 0.995082
5.970000 0.000161 0.001824 0.772949 0.979258 0.995115
5.980000 0.000159 0.001800 0.773381 0.979391 0.995149
5.990000 0.000157 0.001777 0.773814 0.979524 0.995182
6.000000 0.000155 0.001754 0.774248 0.979655 0.995215
6.010000 0.000153 0.001732 0.774683 0.979786 0.995248
6.020000 0.000151 0.001710 0.775119 0.979917 0.995280
6.030000 0.000149 0.001688 0.775555 0.980046 0.995313
6.040000 0.000147 0.001666 0.775993 0.980175 0.995345
6.050000 0.000145 0.001644 0.776432 0.980303 0.995377
6.060000 0.000143 0.001623 0.776871 0.980430 0.995408
6.070000 0.000141 0.001602 0.777311 0.980556 0.995440
6.080000 0.000139 0.001582 0.777752 0.980682 0.995471
6.090000 0.000138 0.001561 0.778195 0.980807 0.995502
6.100000 0.000136 0.001541 0.778638 0.980931 0.995533
6.110000 0.000134 0.001521 0.779081 0.981054 0.995564
6.120000 0.000132 0.001502 0.779526 0.981177 0.995594
6.130000 0.000131 0.001483 0.779972 0.981299 0.995624
6.140000 0.000129 0.001464 0.780418 0.981420 0.995654
6.150000 0.000127 0.001445 0.780866 0.981541 0.995684
6.160000 0.000126 0.001426 0.781314 0.981661 0.995714
6.170000 0.000124 0.001408 0.781763 0.981780 0.995743
6.180000 0.000122 0.001390 0.782213 0.981898 0.995772
6.190000 0.000121 0.001372 0.782664 0.982016 0.995801
6.200000 0.000119 0.001354 0.783116 0.982133 0.995830
6.210000 0.000118 0.001337 0.783569 0.982249 0.995859
6.220000 0.000116 0.001319 0.784022 0.982364 0.995887
6.230000 0.000115 0.001302 0.784476 0.982479 0.995915
6.240000 0.000113 0.001286 0.784931 0.982593 0.995943
6.250000 0.000112 0.001269 0.785387 0.982707 0.995971
6.260000 0.000110 0.001253 0.785844 0.982819 0.995999
6.270000 0.000109 0.001237 0.786302 0.982931 0.996026
6.280000 0.000108 0.001221 0.786760 0.983043 0.996054
6.290000 0.000106 0.001205 0.787220 0.983154 0.996081
6.300000 0.000105 0.001190 0.787680 0.983264 0.996108
6.310000 0.000103 0.001174 0.788141 0.983373 0.996135
6.320000 0.000102 0.001159 0.788602 0.983482 0.996161
6.330000 0.000101 0.001144 0.789065 0.983590 0.996188
6.340000 0.000099 0.001129 0.789528 0.983697 0.996214
6.350000 0.000098 0.001115 0.789992 0.983804 0.996240
6.360000 0.000097 0.001101 0.790457 0.983910 0.996266
6.370000 0.000096 0.001086 0.790923 0.984015 0.996291
6.380000 0.000094 0.001072 0.791389 0.984120 0.996317
6.390000 0.000093 0.001059 0.791857 0.984224 0.996342
6.400000 0.000092 0.001045 0.792325 0.984327 0.996367
6.410000 0.000091 0.001031 0.792793 0.984430 0.996392
6.420000 0.000090 0.001018 0.793263 0.984533 0.996417
6.430000 0.000089 0.001005 0.793733 0.984634 0.996442
6.440000 0.000087 0.000992 0.794204 0.984735 0.996466
6.450000 0.000086 0.000979 0.794676 0.984835 0.996491
6.460000 0.000085 0.000967 0.795148 0.984935 0.996515
6.470000 0.000084 0.000954 0.795622 0.985034 0.996539
6.480000 0.000083 0.000942 0.796096 0.985133 0.996563
6.490000 0.000082 0.000930 0.796570 0.985230 0.996586
6.500000 0.000081 0.000918 0.797046 0.985328 0.996610
6.510000 0.000080 0.000906 0.797522 0.985424 0.996633
6.520000 0.000079 0.000894 0.797999 0.985520 0.996656
6.530000 0.000078 0.000883 0.798476 0.985616 0.996679
6.540000 0.000077 0.000871 0.798954 0.985711 0.996702
6.550000 0.000076 0.000860 0.799433 0.985805 0.996725
6.560000 0.000075 0.000849 0.799913 0.985899 0.996747
6.570000 0.000074 0.000838 0.800393 0.985992 0.996770
6.580000 0.000073 0.000827 0.800874 0.986084 0.996792
6.590000 0.000072 0.000817 0.801355 0.986176 0.996814
6.600000 0.000071 0.000806 0.801837 0.986268 0.996836
6.610000 0.000070 0.000796 0.802320 0.986359 0.996858
6.620000 0.000069 0.000786 0.802804 0.986449 0.996880
6.630000 0.000068 0.000775 0.803288 0.986538 0.996901
6.640000 0.000067 0.000765 0.803773 0.986628 0.996922
6.650000 0.000066 0.000756 0.804258 0.986716 0.996944
6.660000 0.000066 0.000746 0.804744 0.986804 0.996965
6.670000 0.000065 0.000736 0.805231 0.986891 0.996986
6.680000 0.000064 0.000727 0.805718 0.986978 0.997006
6.690000 0.000063 0.000717 0.806206 0.987065 0.997027
6.700000 0.000062 0.000708 0.806694 0.987151 0.997048
6.710000 0.000062 0.000699 0.807183 0.987236 0.997068
6.720000 0.000061 0.000690 0.807673 0.987321 0.997088
6.730000 0.000060 0.000681 0.808163 0.987405 0.997108
6.740000 0.000059 0.000672 0.808653 0.987488 0.997128
6.750000 0.000058 0.000664 0.809145 0.987571 0.997148
6.760000 0.000058 0.000655 0.809637 0.987654 0.997168
6.770000 0.000057 0.000647 0.810129 0.987736 0.997187
6.780000 0.000056 0.000638 0.810622 0.987818 0.997207
6.790000 0.000055 0.000630 0.811115 0.987899 0.997226
6.800000 0.000055 0.000622 0.811609 0.987979 0.997245
6.810000 0.000054 0.000614 0.812104 0.988059 0.997264
6.820000 0.000053 0.000606 0.812599 0.988139 0.997283
6.830000 0.000053 0.000598 0.813094 0.988218 0.997302
6.840000 0.000052 0.000590 0.813590 0.988296 0.997320
6.850000 0.000051 0.000583 0.814086 0.988374 0.997339
6.860000 0.000051 0.000575 0.814583 0.988452 0.997357
6.870000 0.000050 0.000568 0.815081 0.988529 0.997375
6.880000 0.000049 0.000561 0.815579 0.988605 0.997394
6.890000 0.000049 0.000553 0.816077 0.988682 0.997412
6.900000 0.000048 0.000546 0.816576 0.988757 0.997429
6.910000 0.000047 0.000539 0.817075 0.988832 0.997447
6.920000 0.000047 0.000532 0.817575 0.988907 0.997465
6.930000 0.000046 0.000525 0.818075 0.988981 0.997482
6.940000 0.000046 0.000519 0.818575 0.989054 0.997500
6.950000 0.000045 0.000512 0.819076 0.989128 0.997517
6.960000 0.000044 0.000505 0.819577 0.989200 0.997534
6.970000 0.000044 0.000499 0.820079 0.989273 0.997551
6.980000 0.000043 0.000492 0.820581 0.989344 0.997568
6.990000 0.000043 0.000486 0.821084 0.989416 0.997585
7.000000 0.000042 0.000480 0.821586 0.989487 0.997602
7.010000 0.000042 0.000473 0.822090 0.989557 0.997618
7.020000 0.000041 0.000467 0.822593 0.989627 0.997635
7.030000 0.000041 0.000461 0.823097 0.989696 0.997651
7.040000 0.000040 0.000455 0.823601 0.989765 0.997667
7.050000 0.000040 0.000450 0.824106 0.989834 0.997683
7.060000 0.000039 0.000444 0.824611 0.989902 0.997699
7.070000 0.000039 0.000438 0.825116 0.989970 0.997715
7.080000 0.000038 0.000432 0.825622 0.990037 0.997731
7.090000 0.000038 0.000427 0.826128 0.990104 0.997747
7.100000 0.000037 0.000421 0.826634 0.990171 0.997762
7.110000 0.000037 0.000416 0.827140 0.990237 0.997778
7.120000 0.000036 0.000410 0.827647 0.990302 0.997793
7.130000 0.000036 0.000405 0.828154 0.990367 0.997808
7.140000 0.000035 0.000400 0.828661 0.990432 0.997824
7.150000 0.000035 0.000395 0.829168 0.990496 0.997839
7.160000 0.000034 0.000390 0.829676 0.990560 0.997854
7.170000 0.000034 0.000385 0.830184 0.990624 0.997869
7.180000 0.000033 0.000380 0.830692 0.990687 0.997883
7.190000 0.000033 0.000375 0.831200 0.990749 0.997898
7.200000 0.000033 0.000370 0.831709 0.990812 0.997912
7.210000 0.000032 0.000365 0.832218 0.990874 0.997927
7.220000 0.000032 0.000360 0.832727 0.990935 0.997941
7.230000 0.000031 0.000356 0.833236 0.990996 0.997955
7.240000 0.000031 0.000351 0.833745 0.991057 0.997970
7.250000 0.000030 0.000347 0.834255 0.991117 0.997984
7.260000 0.000030 0.000342 0.834764 0.991177 0.997998
7.270000 0.000030 0.000338 0.835274 0.991236 0.998012
7.280000 0.000029 0.000333 0.835784 0.991295 0.998025
7.290000 0.000029 0.000329 0.836294 0.991354 0.998039
7.300000 0.000029 0.000325 0.836804 0.991412 0.998053
7.310000 0.000028 0.000321 0.837314 0.991470 0.998066
7.320000 0.000028 0.000317 0.837825 0.991528 0.998079
7.330000 0.000027 0.000312 0.838335 0.991585 0.998093
7.340000 0.000027 0.000308 0.838846 0.991642 0.998106
7.350000 0.000027 0.000304 0.839356 0.991698 0.998119
7.360000 0.000026 0.000301 0.839867 0.991755 0.998132
7.370000 0.000026 0.000297 0.840378 0.991810 0.998145
7.380000 0.000026 0.000293 0.840889 0.991866 0.998158
7.390000 0.000025 0.000289 0.841399 0.991921 0.998171
7.400000 0.000025 0.000285 0.841910 0.991975 0.998183
7.410000 0.000025 0.000282 0.842421 0.992029 0.998196
7.420000 0.000024 0.000278 0.842932 0.992083 0.998208
7.430000 0.000024 0.000274 0.843443 0.992137 0.998221
7.440000 0.000024 0.000271 0.843954 0.992190 0.998233
7.450000 0.000024 0.000267 0.844465 0.992243 0.998245
7.460000 0.000023 0.000264 0.844975 0.992296 0.998257
7.470000 0.000023 0.000261 0.845486 0.992348 0.998270
7.480000 0.000023 0.000257 0.845997 0.992399 0.998282
7.490000 0.000022 0.000254 0.846508 0.992451 0.998293
7.500000 0.000022 0.000251 0.847018 0.992502 0.998305
7.510000 0.000022 0.000247 0.847529 0.992553 0.998317
7.520000 0.000021 0.000244 0.848039 0.992603 0.998329
7.530000 0.000021 0.000241 0.848550 0.992654 0.998340
7.540000 0.000021 0.000238 0.849060 0.992703 0.998352
7.550000 0.000021 0.000235 0.849570 0.992753 0.998363
7.560000 0.000020 0.000232 0.850080 0.992802 0.998375
7.570000 0.000020 0.000229 0.850590 0.992851 0.998386
7.580000 0.000020 0.000226 0.851100 0.992899 0.998397
7.590000 0.000020 0.000223 0.851609 0.992948 0.998408
7.600000 0.000019 0.000220 0.852119 0.992995 0.998419
7.610000 0.000019 0.000217 0.852628 0.993043 0.998430
7.620000 0.000019 0.000214 0.853137 0.993090 0.998441
7.630000 0.000019 0.000212 0.853646 0.993137 0.998452
7.640000 0.000018 0.000209 0.854155 0.993184 0.998463
7.650000 0.000018 0.000206 0.854664 0.993230 0.998473
7.660000 0.000018 0.000204 0.855172 0.993276 0.998484
7.670000 0.000018 0.000201 0.855680 0.993322 0.998494
7.680000 0.000017 0.000198 0.856188 0.993367 0.998505
7.690000 0.000017 0.000196 0.856696 0.993412 0.998515
7.700000 0.000017 0.000193 0.857203 0.993457 0.998525
7.710000 0.000017 0.000191 0.857710 0.993502 0.998536
7.720000 0.000017 0.000188 0.858217 0.993546 0.998546
7.730000 0.000016 0.000186 0.858723 0.993590 0.998556
7.740000 0.000016 0.000183 0.859230 0.993633 0.998566
7.750000 0.000016 0.000181 0.859736 0.993677 0.998576
7.760000 0.000016 0.000179 0.860241 0.993720 0.998586
7.770000 0.000016 0.000176 0.860747 0.993762 0.998596
7.780000 0.000015 0.000174 0.861252 0.993805 0.998605
7.790000 0.000015 0.000172 0.861757 0.993847 0.998615
7.800000 0.000015 0.000170 0.862261 0.993889 0.998625
7.810000 0.000015 0.000167 0.862765 0.993931 0.998634
7.820000 0.000015 0.000165 0.863269 0.993972 0.998644
7.830000 0.000014 0.000163 0.863772 0.994013 0.998653
7.840000 0.000014 0.000161 0.864275 0.994054 0.998662
7.850000 0.000014 0.000159 0.864777 0.994094 0.998672
7.860000 0.000014 0.000157 0.865279 0.994135 0.998681
7.870000 0.000014 0.000155 0.865781 0.994175 0.998690
7.880000 0.000013 0.000153 0.866282 0.994214 0.998699
7.890000 0.000013 0.000151 0.866783 0.994254 0.998708
7.900000 0.000013 0.000149 0.867284 0.994293 0.998717
7.910000 0.000013 0.000147 0.867784 0.994332 0.998726
7.920000 0.000013 0.000145 0.868283 0.994371 0.998735
7.930000 0.000013 0.000143 0.868782 0.994409 0.998744
7.940000 0.000012 0.000141 0.869281 0.994447 0.998752
7.950000 0.000012 0.000140 0.869779 0.994485 0.998761
7.960000 0.000012 0.000138 0.870277 0.994523 0.998770
7.970000 0.000012 0.000136 0.870774 0.994560 0.998778
7.980000 0.000012 0.000134 0.871270 0.994597 0.998787
7.990000 0.000012 0.000133 0.871766 0.994634 0.998795
8.000000 0.000011 0.000131 0.872262 0.994671 0.998803
8.010000 0.000011 0.000129 0.872757 0.994707 0.998812
8.020000 0.000011 0.000127 0.873251 0.994744 0.998820
8.030000 0.000011 0.000126 0.873745 0.994780 0.998828
8.040000 0.000011 0.000124 0.874239 0.994815 0.998836
8.050000 0.000011 0.000123 0.874731 0.994851 0.998844
8.060000 0.000011 0.000121 0.875224 0.994886 0.998852
8.070000 0.000010 0.000119 0.875715 0.994921 0.998860
8.080000 0.000010 0.000118 0.876206 0.994956 0.998868
8.090000 0.000010 0.000116 0.876697 0.994990 0.998876
8.100000 0.000010 0.000115 0.877187 0.995024 0.998884
8.110000 0.000010 0.000113 0.877676 0.995058 0.998892
8.120000 0.000010 0.000112 0.878164 0.995092 0.998899
8.130000 0.000010 0.000111 0.878652 0.995126 0.998907
8.140000 0.000010 0.000109 0.879139 0.995159 0.998915
8.150000 0.000009 0.000108 0.879626 0.995192 0.998922
8.160000 0.000009 0.000106 0.880112 0.995225 0.998930
8.170000 0.000009 0.000105 0.880597 0.995258 0.998937
8.180000 0.000009 0.000104 0.881082 0.995290 0.998945
8.190000 0.000009 0.000102 0.881566 0.995323 0.998952
8.200000 0.000009 0.000101 0.882049 0.995355 0.998959
8.210000 0.000009 0.000100 0.882531 0.995387 0.998966
8.220000 0.000009 0.000098 0.883013 0.995418 0.998974
8.230000 0.000009 0.000097 0.883494 0.995450 0.998981
8.240000 0.000008 0.000096 0.883975 0.995481 0.998988
8.250000 0.000008 0.000095 0.884454 0.995512 0.998995
8.260000 0.000008 0.000093 0.884933 0.995543 0.999002
8.270000 0.000008 0.000092 0.885411 0.995573 0.999009
8.280000 0.000008 0.000091 0.885888 0.995604 0.999016
8.290000 0.000008 0.000090 0.886365 0.995634 0.999022
8.300000 0.000008 0.000089 0.886841 0.995664 0.999029
8.310000 0.000008 0.000087 0.887316 0.995693 0.999036
8.320000 0.000008 0.000086 0.887790 0.995723 0.999043
8.330000 0.000007 0.000085 0.888263 0.995752 0.999049
8.340000 0.000007 0.000084 0.888736 0.995781 0.999056
8.350000 0.000007 0.000083 0.889207 0.995810 0.999063
8.360000 0.000007 0.000082 0.889678 0.995839 0.999069
8.370000 0.000007 0.000081 0.890148 0.995868 0.999075
8.380000 0.000007 0.000080 0.890618 0.995896 0.999082
8.390000 0.000007 0.000079 0.891086 0.995924 0.999088
8.400000 0.000007 0.000078 0.891554 0.995952 0.999095
8.410000 0.000007 0.000077 0.892020 0.995980 0.999101
8.420000 0.000007 0.000076 0.892486 0.996008 0.999107
8.430000 0.000007 0.000075 0.892951 0.996035 0.999113
8.440000 0.000006 0.000074 0.893415 0.996062 0.999120
8.450000 0.000006 0.000073 0.893878 0.996089 0.999126
8.460000 0.000006 0.000072 0.894340 0.996116 0.999132
8.470000 0.000006 0.000071 0.894802 0.996143 0.999138
8.480000 0.000006 0.000070 0.895262 0.996169 0.999144
8.490000 0.000006 0.000069 0.895722 0.996196 0.999150
8.500000 0.000006 0.000068 0.896180 0.996222 0.999156
8.510000 0.000006 0.000067 0.896638 0.996248 0.999162
8.520000 0.000006 0.000067 0.897094 0.996274 0.999167
8.530000 0.000006 0.000066 0.897550 0.996299 0.999173
8.540000 0.000006 0.000065 0.898005 0.996325 0.999179
8.550000 0.000006 0.000064 0.898459 0.996350 0.999185
8.560000 0.000006 0.000063 0.898912 0.996375 0.999190
8.570000 0.000005 0.000062 0.899364 0.996400 0.999196
8.580000 0.000005 0.000062 0.899814 0.996425 0.999201
8.590000 0.000005 0.000061 0.900264 0.996449 0.999207
8.600000 0.000005 0.000060 0.900713 0.996474 0.999213
8.610000 0.000005 0.000059 0.901161 0.996498 0.999218
8.620000 0.000005 0.000058 0.901608 0.996522 0.999223
8.630000 0.000005 0.000058 0.902054 0.996546 0.999229
8.640000 0.000005 0.000057 0.902499 0.996570 0.999234
8.650000 0.000005 0.000056 0.902943 0.996594 0.999240
8.660000 0.000005 0.000055 0.903386 0.996617 0.999245
8.670000 0.000005 0.000055 0.903827 0.996640 0.999250
8.680000 0.000005 0.000054 0.904268 0.996663 0.999255
8.690000 0.000005 0.000053 0.904708 0.996686 0.999261
8.700000 0.000005 0.000053 0.905146 0.996709 0.999266
8.710000 0.000005 0.000052 0.905584 0.996732 0.999271
8.720000 0.000005 0.000051 0.906021 0.996754 0.999276
8.730000 0.000004 0.000051 0.906456 0.996777 0.999281
8.740000 0.000004 0.000050 0.906890 0.996799 0.999286
8.750000 0.000004 0.000049 0.907324 0.996821 0.999291
8.760000 0.000004 0.000049 0.907756 0.996843 0.999296
8.770000 0.000004 0.000048 0.908187 0.996865 0.999301
8.780000 0.000004 0.000047 0.908617 0.996886 0.999306
8.790000 0.000004 0.000047 0.909046 0.996908 0.999310
8.800000 0.000004 0.000046 0.909474 0.996929 0.999315
8.810000 0.000004 0.000046 0.909900 0.996950 0.999320
8.820000 0.000004 0.000045 0.910326 0.996971 0.999325
8.830000 0.000004 0.000044 0.910750 0.996992 0.999329
8.840000 0.000004 0.000044 0.911174 0.997013 0.999334
8.850000 0.000004 0.000043 0.911596 0.997033 0.999339
8.860000 0.000004 0.000043 0.912017 0.997054 0.999343
8.870000 0.000004 0.000042 0.912437 0.997074 0.999348
8.880000 0.000004 0.000042 0.912856 0.997094 0.999352
8.890000 0.000004 0.000041 0.913273 0.997114 0.999357
8.900000 0.000004 0.000041 0.913690 0.997134 0.999361
8.910000 0.000004 0.000040 0.914105 0.997154 0.999366
8.920000 0.000003 0.000040 0.914519 0.997174 0.999370
8.930000 0.000003 0.000039 0.914932 0.997193 0.999375
8.940000 0.000003 0.000039 0.915344 0.997213 0.999379
8.950000 0.000003 0.000038 0.915755 0.997232 0.999383
8.960000 0.000003 0.000038 0.916164 0.997251 0.999388
8.970000 0.000003 0.000037 0.916573 0.997270 0.999392
8.980000 0.000003 0.000037 0.916980 0.997289 0.999396
8.990000 0.000003 0.000036 0.917386 0.997308 0.999400
9.000000 0.000003 0.000036 0.917790 0.997326 0.999404
9.010000 0.000003 0.000035 0.918194 0.997345 0.999409
9.020000 0.000003 0.000035 0.918596 0.997363 0.999413
9.030000 0.000003 0.000034 0.918997 0.997381 0.999417
9.040000 0.000003 0.000034 0.919397 0.997399 0.999421
9.050000 0.000003 0.000033 0.919796 0.997417 0.999425
9.060000 0.000003 0.000033 0.920193 0.997435 0.999429
9.070000 0.000003 0.000033 0.920589 0.997453 0.999433
9.080000 0.000003 0.000032 0.920984 0.997470 0.999437
9.090000 0.000003 0.000032 0.921378 0.997488 0.999441
9.100000 0.000003 0.000031 0.921771 0.997505 0.999445
9.110000 0.000003 0.000031 0.922162 0.997522 0.999448
9.120000 0.000003 0.000031 0.922552 0.997540 0.999452
9.130000 0.000003 0.000030 0.922941 0.997557 0.999456
9.140000 0.000003 0.000030 0.923329 0.997573 0.999460
9.150000 0.000003 0.000029 0.923715 0.997590 0.999464
9.160000 0.000003 0.000029 0.924100 0.997607 0.999467
9.170000 0.000003 0.000029 0.924484 0.997623 0.999471
9.180000 0.000002 0.000028 0.924867 0.997640 0.999475
9.190000 0.000002 0.000028 0.925248 0.997656 0.999478
9.200000 0.000002 0.000028 0.925628 0.997672 0.999482
9.210000 0.000002 0.000027 0.926007 0.997688 0.999486
9.220000 0.000002 0.000027 0.926385 0.997704 0.999489
9.230000 0.000002 0.000026 0.926761 0.997720 0.999493
9.240000 0.000002 0.000026 0.927136 0.997736 0.999496
